RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?æ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),Watched Star Wars Flim,Ranking The Flims (1-6),Chararcter Favourabilty
3292222729.0,Yes,1,Han,1,1,0,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably']"
3292221635.0,Yes,1,Greedo,1,1,0,Male,18-29,"$25,000 - $49,999",Bachelor degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)']"
3292218251.0,Yes,1,Han,1,1,1,Male,18-29,"$150,000+",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably']"
3292214307.0,Yes,1,Han,1,0,0,Male,18-29,"$25,000 - $49,999",High school degree,New England,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '3', '2', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Somewhat favorably']"
3292210606.0,Yes,1,Han,0,No Response,0,Male,18-29,No Response,Some college or Associate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably']"
3292202220.0,No,No Response,No Response,No Response,No Response,0,Male,18-29,"$0 - $24,999",High school degree,Pacific,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3292189580.0,Yes,1,Han,1,1,1,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '4', '6', '3', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat unfavorably', 'Very unfavorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably']"
3292187343.0,Yes,0,Greedo,0,No Response,0,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3292186608.0,No,No Response,No Response,No Response,No Response,1,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3292178389.0,Yes,1,Greedo,0,No Response,1,Male,18-29,"$50,000 - $99,999",Bachelor degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '6', '5', '3', '1', '2']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Very favorably']"
3292176862.0,Yes,1,Han,1,0,0,Male,18-29,No Response,High school degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '3', '1', '2']","['Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably']"
3292173922.0,Yes,1,I don't understand this question,0,No Response,1,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '1', '6', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably']"
3292167131.0,Yes,1,Han,1,0,0,Male,18-29,"$25,000 - $49,999",High school degree,New England,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Very unfavorably', 'Somewhat favorably']"
3292162057.0,Yes,1,Greedo,0,No Response,0,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3292161407.0,No,No Response,No Response,No Response,No Response,0,Male,18-29,No Response,High school degree,West South Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3292156614.0,Yes,1,Han,0,No Response,0,Male,18-29,"$150,000+",Bachelor degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '6', '5', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Very favorably']"
3292148570.0,Yes,1,Han,0,No Response,1,Male,18-29,"$50,000 - $99,999",Graduate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '3', '1', '2']","['Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat favorably']"
3292144665.0,Yes,1,Han,1,1,0,Male,18-29,"$0 - $24,999",High school degree,New England,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '3', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably']"
3292143503.0,Yes,0,I don't understand this question,0,No Response,0,Male,18-29,"$50,000 - $99,999",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '4', '6', '1', '3', '2']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat favorably']"
3292131636.0,Yes,1,Greedo,1,0,0,Male,18-29,"$150,000+",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '2', '3', '1', '4']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)']"
3292125068.0,Yes,1,Greedo,0,No Response,1,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', nan, nan]","['1', '2', '3', '4', '5', '6']","[nan, 'Somewhat unfavorably', 'Somewhat favorably', nan, 'Somewhat unfavorably', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3292120160.0,Yes,1,Han,1,1,0,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,New England,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3292103680.0,Yes,1,Greedo,0,No Response,0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Very favorably']"
3292050153.0,Yes,0,I don't understand this question,0,No Response,0,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '2', '3', '4', '5', '6']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3292041365.0,Yes,1,Han,1,1,1,Male,18-29,"$150,000+",Some college or Associate degree,East South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat unfavorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably']"
3292033243.0,Yes,1,Greedo,1,1,0,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '1', '5', '3', '4', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably']"
